Karyawan_Id,Nama,Alamat,Jabatan_Id
690,Tono Saputra,Alamat_690,5
691,Wawan Santoso,Alamat_691,3
692,Hana Nugroho,Alamat_692,1
693,Kiki Sutanto,Alamat_693,10
694,Fatimah Wijaya,Alamat_694,10
695,Sari Kurniawan,Alamat_695,7
696,Umi Nugroho,Alamat_696,10
697,Iqbal Maulana,Alamat_697,6
698,Sari Sutanto,Alamat_698,10
699,Umi Syahputra,Alamat_699,3
700,Qori Andriani,Alamat_700,1
